표준코드,운용사코드,펀드명,운용사명,위험,6개월 수익률,1년 수익률,3년 수익률,유형,투자지역,설정액,설정일,보수관련정보(%),운용규모(백만원),수익률(%),자산구성_주식(%),자산구성_채권(%),자산구성_유동성(%),자산구성_기타(%),직업,학습,건강,관계,주거,사회참여,여가,재무
K55210CA4491,A01018,신한신종개인용MMF,신한자산운용,매우낮은위험,.4299,.8254,4.0216,단기금융(MMF),국내,1003.52,2018-06-25, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)          136,029   (순자산총액)          136,521", [기준일자] 2021-11-01  (1개월) 0.09     (6개월) 0.43     (1년) 0.83     (설정이후) 4.65,0,44.69,40.35,14.96,0,0,0,0,0,0,0,100
K55232D37269,A01040,NH-AmundiHANARO글로벌럭셔리S&P증권상장지수투자신탁(파생)(합성),엔에이치아문디자산운용,높은위험,11.1151,58.8753,,주식파생형,해외,19773.11,2020-05-11, [기준일자] 2021-10-29  (보수) 0.50    (수수료) 0.00    (TER) 0.59    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)           58,223   (순자산총액)           58,223", [기준일자] 2021-11-01  (1개월) 7.78     (6개월) 11.12     (1년) 58.88     (설정이후) 90.75,0,0,93.35,6.65,0,0,0,0,0,0,0,100
KR5232948707,A01040,NH-Amundi1.5배레버리지인덱스증권투자신탁[주식-파생형],엔에이치아문디자산운용,매우높은위험,-9.9009,51.7542,88.7195,주식파생형,국내,1413.07,2009-06-16, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.02    (매매중개수수료) 0.06," [기준일자] 2021-11-12  (설정원본)          102,033   (순자산총액)          146,674", [기준일자] 2021-11-01  (1개월) -4.95     (6개월) -9.90     (1년) 51.75     (설정이후) 245.15,50.03,0,28.13,21.84,0,0,0,0,0,0,0,100
K55232D69817,A01040,NH-AmundiUSD아시아채권2년형증권투자신탁 1[채권],엔에이치아문디자산운용,보통위험,.4927,1.8451,,채권형,해외,1030.62,2020-06-30, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.03    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           48,820   (순자산총액)           50,315", [기준일자] 2021-11-01  (1개월) -0.31     (6개월) 0.49     (1년) 1.85     (설정이후) 3.00,0,97.56,2.49,-0.05,0,0,0,0,0,0,0,100
KR5223168471,A01031,KB러시아대표성장주증권자투자신탁(주식)(운용),케이비자산운용,높은위험,25.0218,68.6663,81.7418,주식형,해외,1832.26,2009-10-12, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.36    (매매중개수수료) 0.14," [기준일자] 2021-11-11  (설정원본)            7,983   (순자산총액)           14,627", [기준일자] 2021-11-01  (1개월) 6.97     (6개월) 25.02     (1년) 68.67     (설정이후) 105.80,0,0,0.23,99.77,0,0,0,0,0,0,0,100
KR5391A64392,A01014,키움법인MMF 1,키움투자자산운용,매우낮은위험,.4097,.8123,4.0292,단기금융(MMF),국내,1007.6,2012-12-12, [기준일자] 2021-10-29  (보수) 0.09    (수수료) 0.00    (TER) 0.09    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)        2,082,585   (순자산총액)        2,098,621", [기준일자] 2021-11-01  (1개월) 0.09     (6개월) 0.41     (1년) 0.81     (설정이후) 16.73,0,38.18,61.82,0,0,0,0,0,0,0,0,100
K55232D69924,A01040,NH-AmundiUSD아시아채권2년형증권투자신탁2[채권],엔에이치아문디자산운용,보통위험,.4898,1.7209,,채권형,해외,1028.73,2020-07-08, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.02    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           21,405   (순자산총액)           22,020", [기준일자] 2021-11-01  (1개월) -0.32     (6개월) 0.49     (1년) 1.72     (설정이후) 2.79,0,95.27,4.52,0.21,0,0,0,0,0,0,0,100
KR5102286212,A01002,하나UBS파워1.5배레버리지인덱스증권투자신탁[주식-파생형],하나유비에스자산운용,매우높은위험,-10.45,51.4987,89.9097,주식파생형,국내,1676.17,2010-08-16, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.24," [기준일자] 2021-11-12  (설정원본)           30,346   (순자산총액)           51,778", [기준일자] 2021-11-01  (1개월) -5.12     (6개월) -10.45     (1년) 51.50     (설정이후) 131.30,72.43,0,26.56,1.01,0,0,0,0,0,0,0,100
K55105B66492,A01005,삼성KODEX200중소형증권상장지수투자신탁[주식],삼성자산운용,매우높은위험,3.7302,58.1077,68.9248,주식형,국내,13951.67,2015-08-31, [기준일자] 2021-10-29  (보수) 0.30    (수수료) 0.00    (TER) 0.34    (매매중개수수료) 0.09," [기준일자] 2021-11-12  (설정원본)            8,539   (순자산총액)            8,539", [기준일자] 2021-11-01  (1개월) -4.01     (6개월) 3.73     (1년) 58.11     (설정이후) 33.34,99.05,0,0.95,0.01,0,0,0,0,0,0,0,100
KR5206610820,A01014,키움EasternEurope증권투자신탁 1[주식],키움투자자산운용,높은위험,26.0241,68.583,56.5964,주식형,해외,1016.27,2006-10-16, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.11    (매매중개수수료) 0.06," [기준일자] 2021-11-11  (설정원본)           19,839   (순자산총액)           20,162", [기준일자] 2021-11-01  (1개월) 6.10     (6개월) 26.02     (1년) 68.58     (설정이후) 33.45,92.35,0,7.67,-0.02,0,0,0,0,0,0,0,100
KR5107314514,A01007,우리파워연금액티브60증권전환형투자신탁 1(주식혼합),우리자산운용,다소높은위험,-1.7572,21.5443,39.5326,혼합주식형,국내,978.14,2001-02-03, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.22," [기준일자] 2021-11-12  (설정원본)            7,363   (순자산총액)            7,239", [기준일자] 2021-11-01  (1개월) -1.82     (6개월) -1.76     (1년) 21.54     (설정이후) 125.07,56.4,36.13,6.17,1.31,0,0,0,0,50,0,0,50
KR5301AU7569,A01048,미래에셋연금글로벌배당프리미엄증권자투자신탁 1(주식혼합),미래에셋자산운용,다소높은위험,2.235,21.0826,25.1921,혼합주식형,해외,1010.03,2014-08-19, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.03    (매매중개수수료) 0.10," [기준일자] 2021-11-12  (설정원본)            8,438   (순자산총액)            8,539", [기준일자] 2021-11-01  (1개월) 2.44     (6개월) 2.24     (1년) 21.08     (설정이후) 44.98,0,0,0.24,99.76,0,0,0,0,50,0,0,50
KR5101133860,A01001,한국투자신종개인용MMF 10,한국투자신탁운용,매우낮은위험,.4223,.8121,4.0855,단기금융(MMF),국내,1002.65,1999-07-31, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)           55,154   (순자산총액)           55,305", [기준일자] 2021-11-01  (1개월) 0.08     (6개월) 0.42     (1년) 0.81     (설정이후) 93.02,0,10.81,28.83,60.35,0,0,0,0,0,0,0,100
KR5105171510,A01005,삼성KODEX철강증권상장지수투자신탁[주식],삼성자산운용,매우높은위험,-15.2817,56.9579,31.5665,주식형,국내,8236.34,2009-10-29, [기준일자] 2021-10-29  (보수) 0.45    (수수료) 0.00    (TER) 0.47    (매매중개수수료) 0.05," [기준일자] 2021-11-12  (설정원본)           52,406   (순자산총액)           52,406", [기준일자] 2021-11-01  (1개월) -4.97     (6개월) -15.28     (1년) 56.96     (설정이후) 29.14,99.3,0,0.4,0.3,0,0,0,0,0,0,0,100
K55307B89967,A01054,유리베트남알파증권자투자신탁[주식]_운용,유리자산운용,높은위험,27.8813,68.255,68.3786,주식형,해외,2133.54,2016-02-26, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.13    (매매중개수수료) 0.19," [기준일자] 2021-11-11  (설정원본)           73,891   (순자산총액)          157,649", [기준일자] 2021-11-01  (1개월) 5.83     (6개월) 27.88     (1년) 68.26     (설정이후) 128.83,0,0,1.86,98.14,0,0,0,0,0,0,0,100
K55105BT9746,A01005,삼성로스차일드4차산업빅데이터증권자투자신탁H[주식-재간접형],삼성자산운용,높은위험,7.6731,50.5967,74.0582,재간접형,해외,1778.4,2017-08-28, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)            8,055   (순자산총액)           14,325", [기준일자] 2021-11-01  (1개월) 5.22     (6개월) 7.67     (1년) 50.60     (설정이후) 76.04,0,0,3.29,96.71,0,0,0,0,0,0,0,100
K55310BZ6919,A01057,코레이트셀렉트단기채증권투자신탁[채권],코레이트자산운용,매우낮은위험,.3479,1.7054,7.6931,채권형,국내,1022.04,2017-12-13, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)          229,515   (순자산총액)          234,573", [기준일자] 2021-11-01  (1개월) -0.10     (6개월) 0.35     (1년) 1.71     (설정이후) 10.97,0,82.45,25.1,-7.55,0,0,0,0,0,0,0,100
K55368BK3773,A01072,하이똑똑개인MMF 1,하이자산운용,매우낮은위험,.4159,.8072,4.0018,단기금융(MMF),국내,1007.12,2017-01-03, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)          120,205   (순자산총액)          121,074", [기준일자] 2021-11-01  (1개월) 0.09     (6개월) 0.42     (1년) 0.81     (설정이후) 7.20,0,44.16,25.53,30.31,0,0,0,0,0,0,0,100
K55213BO0624,A01021,한화베트남레전드증권자투자신탁(주식),한화자산운용,높은위험,29.0492,68.2033,74.8618,주식형,해외,1845.99,2017-06-07, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.33    (매매중개수수료) 0.17," [기준일자] 2021-11-11  (설정원본)           10,890   (순자산총액)           20,104", [기준일자] 2021-11-01  (1개월) 4.36     (6개월) 29.05     (1년) 68.20     (설정이후) 93.04,0,0,1.49,98.51,0,0,0,0,0,0,0,100
KR5104AF9787,A01004,브이아이1.5배레버리지인덱스증권자투자신탁[주식-파생형],브이아이자산운용,매우높은위험,-11.7307,50.5558,87.9278,주식파생형,국내,1619.57,2013-02-25, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.12," [기준일자] 2021-11-12  (설정원본)            5,160   (순자산총액)            8,501", [기준일자] 2021-11-01  (1개월) -4.96     (6개월) -11.73     (1년) 50.56     (설정이후) 84.12,0,0,4.47,95.53,0,0,0,0,0,0,0,100
K55310BX5558,A01057,코레이트더블루A증권투자신탁[채권]운용,코레이트자산운용,낮은위험,.4181,1.6733,6.9171,채권형,국내,999.81,2017-10-18, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.02," [기준일자] 2021-11-11  (설정원본)           39,963   (순자산총액)           39,955", [기준일자] 2021-11-01  (1개월) -0.06     (6개월) 0.42     (1년) 1.67     (설정이후) 10.57,0,76.16,23.82,0.03,0,0,0,0,0,0,0,100
KR5105171502,A01005,삼성KODEX건설증권상장지수투자신탁[주식],삼성자산운용,매우높은위험,-1.8921,56.9413,27.8472,주식형,국내,3409.14,2009-10-29, [기준일자] 2021-10-29  (보수) 0.45    (수수료) 0.00    (TER) 0.47    (매매중개수수료) 0.07," [기준일자] 2021-11-12  (설정원본)           91,072   (순자산총액)           91,072", [기준일자] 2021-11-01  (1개월) -6.65     (6개월) -1.89     (1년) 56.94     (설정이후) -28.63,99.54,0,0.41,0.05,0,0,0,0,0,0,0,100
K55101BB9609,A01001,한국투자퇴직연금베트남그로스40증권자투자신탁(채권혼합),한국투자신탁운용,보통위험,7.7323,21.0062,25.3319,혼합채권형,혼합,1087.75,2016-04-20, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.06    (매매중개수수료) 0.11," [기준일자] 2021-11-12  (설정원본)           26,055   (순자산총액)           28,285", [기준일자] 2021-11-01  (1개월) 1.76     (6개월) 7.73     (1년) 21.01     (설정이후) 45.53,0,0,5.59,94.41,0,0,0,0,50,0,0,50
K55107CY3681,A01007,우리2년만기전략채권증권투자신탁 1(채권),우리자산운용,낮은위험,.494,1.6733,,채권형,국내,1025.78,2019-11-29, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           16,627   (순자산총액)           17,056", [기준일자] 2021-11-01  (1개월) 0.09     (6개월) 0.49     (1년) 1.67     (설정이후) 4.65,0,90.86,9.14,0,0,0,0,0,0,0,0,100
K55101BB9567,A01001,한국투자연금베트남그로스증권자투자신탁(주식),한국투자신탁운용,높은위험,21.4126,67.9668,62.6057,주식형,해외,1127.72,2016-07-20, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.14    (매매중개수수료) 0.25," [기준일자] 2021-11-11  (설정원본)          131,721   (순자산총액)          148,544", [기준일자] 2021-11-01  (1개월) 6.20     (6개월) 21.41     (1년) 67.97     (설정이후) 99.82,0,0,4.95,95.05,0,0,0,0,50,0,0,50
KR5225620966,A01048,미래에셋로저스농산물지수특별자산자투자신탁(일반상품-파생형),미래에셋자산운용,다소높은위험,10.5343,49.2398,45.1634,특별자산파생,해외,1017.33,2006-11-16, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.17    (매매중개수수료) 0.26," [기준일자] 2021-11-12  (설정원본)           24,365   (순자산총액)           24,958", [기준일자] 2021-11-01  (1개월) 4.53     (6개월) 10.53     (1년) 49.24     (설정이후) 23.16,0,0,0.24,99.76,0,0,0,0,0,0,0,100
KR5365195787,A01069,메리츠세이프밸런스증권투자신탁 2[채권혼합],메리츠자산운용,보통위험,2.6143,20.7151,33.7398,혼합채권형,국내,1273.42,2010-04-06, [기준일자] 2021-10-29  (보수) 1.50    (수수료) 0.00    (TER) 1.51    (매매중개수수료) 0.19," [기준일자] 2021-11-12  (설정원본)            6,339   (순자산총액)            8,127", [기준일자] 2021-11-01  (1개월) -0.44     (6개월) 2.61     (1년) 20.72     (설정이후) 107.83,21.32,61.01,17.65,0.02,0,0,0,0,0,0,0,100
K55301BD8862,A01048,미래에셋TIGER유로스탁스배당30증권상장지수투자신탁(주식-파생형),미래에셋자산운용,매우높은위험,8.5193,55.2329,26.6432,주식파생형,해외,13157.46,2016-06-29, [기준일자] 2021-10-29  (보수) 0.35    (수수료) 0.00    (TER) 0.49    (매매중개수수료) 0.07," [기준일자] 2021-11-12  (설정원본)           15,715   (순자산총액)           15,715", [기준일자] 2021-11-01  (1개월) 1.53     (6개월) 8.52     (1년) 55.23     (설정이후) 56.84,96.14,0,3.2,0.66,0,0,0,0,0,0,0,100
KR5223385430,A01031,KB법인용MMF I-1(운용),케이비자산운용,매우낮은위험,.3906,.7968,4.0753,단기금융(MMF),국내,1001.41,2003-09-18, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)          101,510   (순자산총액)          101,662", [기준일자] 2021-11-01  (1개월) 0.08     (6개월) 0.39     (1년) 0.80     (설정이후) 64.30,0,28.48,10.4,61.12,0,0,0,0,0,0,0,100
K55302B62544,A01049,베어링독일증권자투자신탁[H](주식-재간접형),베어링자산운용,높은위험,7.6742,48.922,36.6657,재간접형,해외,1529.88,2015-09-07, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.09," [기준일자] 2021-11-12  (설정원본)            5,463   (순자산총액)            8,401", [기준일자] 2021-11-01  (1개월) 2.36     (6개월) 7.67     (1년) 48.92     (설정이후) 55.06,0,0,8.62,91.38,0,0,0,0,0,0,0,100
KR5105837854,A01005,삼성KODEX기계장비증권상장지수투자신탁[주식],삼성자산운용,매우높은위험,4.0586,55.2302,26.3035,주식형,국내,6037.14,2008-05-28, [기준일자] 2021-10-29  (보수) 0.45    (수수료) 0.00    (TER) 0.48    (매매중개수수료) 0.06," [기준일자] 2021-11-12  (설정원본)           16,312   (순자산총액)           16,312", [기준일자] 2021-11-01  (1개월) -0.32     (6개월) 4.06     (1년) 55.23     (설정이후) -78.57,98.42,0,1.58,0.01,0,0,0,0,0,0,0,100
KR5365156268,A01069,메리츠코리아연금증권전환형자투자신탁 1[주식혼합],메리츠자산운용,다소높은위험,-2.6949,20.6044,42.1237,혼합주식형,국내,952.85,2010-06-25, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.04," [기준일자] 2021-11-12  (설정원본)           11,077   (순자산총액)           10,602", [기준일자] 2021-11-01  (1개월) -1.89     (6개월) -2.69     (1년) 20.60     (설정이후) 83.22,0,0,4,96,0,0,0,0,50,0,0,50
K55203BW0204,A01011,대신단기채증권투자신탁[채권](운용),대신자산운용,낮은위험,.4359,1.6613,5.3654,채권형,국내,1002.79,2017-09-26, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           26,138   (순자산총액)           26,211", [기준일자] 2021-11-01  (1개월) -0.17     (6개월) 0.44     (1년) 1.66     (설정이후) 8.78,0,84.1,15.9,0,0,0,0,0,0,0,0,100
KR5210778027,A01018,신한러시아증권자투자신탁(H)[주식](종류),신한자산운용,높은위험,26.832,66.737,72.0478,주식형,해외,1382.92,2008-01-02, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.48    (매매중개수수료) 0.02," [기준일자] 2021-11-11  (설정원본)            8,473   (순자산총액)           11,717", [기준일자] 2021-11-01  (1개월) 7.57     (6개월) 26.83     (1년) 66.74     (설정이후) 39.95,0,0,6.16,93.84,0,0,0,0,0,0,0,100
