분류,상품명,설명,비율,제목
보장성보험 간병치매보험 상품,무배당 라이나간병플러스치매보험,이 상품은 청약을 한 날부터 30일 이내(보험증권을 받은 날부터 15일 이내)에 청약철회가 가능합니다.,,청약철회 기간 / 청약후
보장성보험 간병치매보험 상품,무배당 라이나간병플러스치매보험,보험업계 평균가격대비 이 상품의 보험가격 수준(대표계약 기준)을 비교하는 지수로 100% 초과이면 업계 평균보다 가격수준이 높고，100% 미만이면 업계 평균보다 가격수준이 낮습니다.,82.7,보험가격지수 / 남성 기준
보장성보험 간병치매보험 상품,무배당 라이나간병플러스치매보험,이 상품은 보험료적립금 적용이율이 변동되지 않습니다.,,금리확정형 / 적용금리 고정
보장성보험 종신보험 상품,"(무)라이프플래닛e종신보험(해지환급금 미지급형)(체감형, 표준체)",이 상품은 예금자보호법에 따라 예금보험공사가 1인당 ˚최고 5천만원˚ 한도로 보호합니다. (단，법인 계약 제외),,예금자보호 / 1인당 / 최고 5천만원
보장성보험 종신보험 상품,"(무)라이프플래닛e종신보험(해지환급금 미지급형)(체감형, 표준체)",이 상품은 만기시 환급금이 총 납입한 보혐료를 초과하지 않습니다.,,보장성보험 / 상해，질병 등
보장성보험 종신보험 상품,"(무)라이프플래닛e종신보험(해지환급금 미지급형)(체감형, 표준체)",이 상품은 청약을 한 날부터 30일 이내(보험증권을 받은 날부터 15일 이내)에 청약철회가 가능합니다.,,청약철회 기간 / 청약후
보장성보험 종신보험 상품,"(무)라이프플래닛e종신보험(해지환급금 미지급형)(체감형, 표준체)",보험업계 평균가격대비 이 상품의 보험가격 수준(대표계약 기준)을 비교하는 지수로 100% 초과이면 업계 평균보다 가격수준이 높고，100% 미만이면 업계 평균보다 가격수준이 낮습니다.,90.1,보험가격지수 / 남성 기준
보장성보험 종신보험 상품,"(무)라이프플래닛e종신보험(해지환급금 미지급형)(체감형, 표준체)",이 상품은 보험료적립금 적용이율이 변동되지 않습니다.,,금리확정형 / 적용금리 고정
보장성보험 종신보험 상품,"(무)라이프플래닛e종신보험(해지환급금 미지급형)(일반형, 표준체)",이 상품은 예금자보호법에 따라 예금보험공사가 1인당 ˚최고 5천만원˚ 한도로 보호합니다. (단，법인 계약 제외),,예금자보호 / 1인당 / 최고 5천만원
보장성보험 종신보험 상품,"(무)라이프플래닛e종신보험(해지환급금 미지급형)(일반형, 표준체)",이 상품은 만기시 환급금이 총 납입한 보혐료를 초과하지 않습니다.,,보장성보험 / 상해，질병 등
보장성보험 종신보험 상품,"(무)라이프플래닛e종신보험(해지환급금 미지급형)(일반형, 표준체)",이 상품은 청약을 한 날부터 30일 이내(보험증권을 받은 날부터 15일 이내)에 청약철회가 가능합니다.,,청약철회 기간 / 청약후
보장성보험 종신보험 상품,"(무)라이프플래닛e종신보험(해지환급금 미지급형)(일반형, 표준체)",보험업계 평균가격대비 이 상품의 보험가격 수준(대표계약 기준)을 비교하는 지수로 100% 초과이면 업계 평균보다 가격수준이 높고，100% 미만이면 업계 평균보다 가격수준이 낮습니다.,84.6,보험가격지수 / 남성 기준
보장성보험 종신보험 상품,"(무)라이프플래닛e종신보험(해지환급금 미지급형)(일반형, 표준체)",이 상품은 보험료적립금 적용이율이 변동되지 않습니다.,,금리확정형 / 적용금리 고정
보장성보험 종신보험 상품,(무)흥국생명 온라인가족사랑착한종신보험(해지환급금 미지급형V2),이 상품은 예금자보호법에 따라 예금보험공사가 1인당 ˚최고 5천만원˚ 한도로 보호합니다. (단，법인 계약 제외),,예금자보호 / 1인당 / 최고 5천만원
