,상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,직전분기_납입원금,직전분기_적립금,직전분기_수익률,전년도_납입원금,전년도_적립금,전년도_수익률,장기수익률(연평균)_3년,장기 수익률(연평균)_5년,장기 수익률(연평균)_7년,장기 수익률(연평균)_10년,장기 수수료율(연평균)_3년,장기 수수료율(연평균)_5년,장기 수수료율(연평균)_7년,장기 수수료율(연평균)_10년,위험,직업,학습,건강,관계,주거,사회참여,여가,재무
401,유리글로벌거래소연금저축증권자투자신탁[주식]_C/C,유리자산운용,주식형,2016/10/12,판매,가능,"7,623","9,109",6.73,"9,189","10,148",8.44,10.59,,,,1.74,,,,높은위험,0,0,0,0,100,0,0,0
402,KB온국민TDF2050증권투자신탁(주식혼합-재간접형)C-P,케이비자산운용,재간접,2017/08/07,판매,가능,"7,249","9,019",23.94,"5,561","6,722",11.46,5.33,,,,1.11,,,,보통위험,0,0,0,0,100,0,0,0
403,교보악사Tomorrow장기우량증권투자신탁K- 1(채권)ClassC-P2,교보악사자산운용,채권형,2013/04/26,판매,가능,"8,416","9,015",-1.36,"9,141","9,830",2.42,3.41,2.29,2.80,,0.39,0.38,0.38,,낮은위험,0,0,0,0,100,0,0,0
404,한국투자TDF알아서2030증권투자신탁(주식혼합-재간접형)(C-Pe),한국투자신탁운용,재간접,2017/08/08,판매,가능,"8,439","8,968",14.14,"2,983","3,263",11.05,3.75,,,,0.59,,,,보통위험,0,0,0,0,100,0,0,0
405,교보악사공모주하이일드플러스증권투자신탁[채권혼합]ClassC-Pe(연금),교보악사자산운용,혼합채권형,2018/08/30,판매,가능,"8,246","8,941",11.56,"1,997","2,065",3.57,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
406,미래에셋자산배분TDF2050증권자투자신탁(주식혼합-재간접형)종류C-P2e,미래에셋자산운용,재간접,2020/07/20,판매,가능,"7,372","8,905",55.84,760,834,12.78,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
407,미래에셋베트남증권자투자신탁 1(UH)(주식)종류C-Pe,미래에셋자산운용,재간접,2016/05/09,판매,가능,"4,600","8,904",56.71,"5,331","7,637",-7.59,11.86,18.23,,,1.92,1.66,,,보통위험,0,0,0,0,100,0,0,0
408,삼성한국형TDF2015증권투자신탁H[채권혼합-재간접형]C-P,삼성자산운용,재간접,2016/10/17,판매,가능,"8,013","8,884",6.28,"8,151","8,836",5.37,3.45,,,,0.76,0.73,,,보통위험,0,0,0,0,100,0,0,0
409,삼성당신을위한신연금코리아증권전환형자투자신탁 1[채권],삼성자산운용,채권형,2008/11/21,판매,가능,"7,830","8,867",-1.52,"8,025","9,077",-0.38,0.98,0.86,1.17,1.61,0.66,0.65,0.64,0.62,낮은위험,0,0,0,0,100,0,0,0
410,이스트스프링차이나드래곤AShare증권자투자신탁(UH)[주식]클래스C-P2(연금저축),이스트스프링자산운용,주식형,2015/03/18,판매,가능,"4,989","8,855",27.45,"4,908","7,924",38.94,11.41,5.96,,,1.91,1.79,,,높은위험,0,0,0,0,100,0,0,0
411,미래에셋배당과인컴증권자투자신탁(채권혼합)종류C-P2,미래에셋자산운용,재간접,2016/07/28,판매,가능,"7,581","8,835",11.40,"7,486","8,459",6.90,1.67,4.67,,,1.25,1.05,,,보통위험,0,0,0,0,100,0,0,0
412,미래에셋자산배분TDF2030증권자투자신탁(채권혼합-재간접형)종류C-Pe,미래에셋자산운용,재간접,2017/04/19,판매,가능,"7,189","8,824",28.94,"4,344","5,110",12.86,6.85,,,,0.63,,,,보통위험,0,0,0,0,100,0,0,0
413,미래에셋연금글로벌그로스증권자투자신탁 1(주식)종류C-P2,미래에셋자산운용,재간접,2015/07/03,판매,가능,"8,634","8,812",14.86,"5,615","7,989",41.15,11.80,11.67,,,1.77,1.67,,,보통위험,0,0,0,0,100,0,0,0
414,KB온국민TDF2050증권투자신탁(주식혼합-재간접형)C-Pe,케이비자산운용,재간접,2017/07/26,판매,가능,"7,907","8,711",21.13,"3,136","3,546",11.43,5.00,,,,0.72,,,,보통위험,0,0,0,0,100,0,0,0
415,미래에셋글로벌솔루션40증권자투자신탁 1(채권혼합)종류C-P2e,미래에셋자산운용,재간접,2017/08/04,판매,가능,"7,173","8,665",16.72,"5,449","6,216",12.86,6.94,,,,0.70,,,,보통위험,0,0,0,0,100,0,0,0
416,미래에셋친디아컨슈머증권투자신탁 1(주식)종류C-Pe,미래에셋자산운용,재간접,2020/02/17,판매,가능,"6,964","8,589",5.32,"7,061","10,144",94.55,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
417,NH-Amundi모아모아30증권투자신탁[채권혼합]ClassC-P1(연금저축),엔에이치아문디자산운용,혼합채권형,2015/01/02,판매,가능,"6,460","8,566",11.49,"6,942","8,838",13.74,4.67,4.86,,,0.75,0.73,,,보통위험,0,0,0,0,100,0,0,0
418,NH-Amundi글로벌혁신기업증권자투자신탁(H)[주식]ClassC-P1e(연금저축),엔에이치아문디자산운용,주식형,2018/04/30,판매,가능,"7,425","8,514",14.16,"6,585","7,690",29.59,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
419,미래에셋솔로몬장기국공채증권자투자신탁 1(채권)종류C-P2,미래에셋자산운용,재간접,2016/09/12,판매,가능,"8,508","8,418",-6.02,"36,788","37,226",-4.41,0.76,0.04,,,0.45,0.38,,,보통위험,0,0,0,0,100,0,0,0
420,미래에셋아시아그로스증권자투자신탁(H)(주식-재간접형)종류C-Pe,미래에셋자산운용,재간접,2018/07/04,판매,가능,"5,707","8,380",43.86,"4,389","6,898",100.00,98.83,,,,5.12,,,,보통위험,0,0,0,0,100,0,0,0
421,KTB블록딜공모주하이일드증권투자신탁[채권혼합]종류C-P,케이티비자산운용,혼합채권형,2018/04/13,판매,가능,"7,546","8,365",8.33,"5,843","6,246",7.69,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
422,키움차세대모빌리티증권자투자신탁 1[주식]C-Pe,키움투자자산운용,주식형,2018/01/29,판매,가능,"8,421","8,330",20.44,702,814,20.04,13.32,,,,1.15,,,,높은위험,0,0,0,0,100,0,0,0
423,하나UBS글로벌4차산업1등주플러스증권자투자신탁[주식]ClassC-PE,하나유비에스자산운용,주식형,2017/12/08,판매,가능,"5,557","8,320",26.96,"6,089","8,048",44.30,13.77,,,,1.17,,,,높은위험,0,0,0,0,100,0,0,0
424,피델리티연금이머징마켓증권전환형자투자신탁[채권-재간접형]종류C,피델리티자산운용,재간접,2011/08/08,판매,가능,"7,237","8,293",7.83,"7,805","8,789",-0.39,1.09,5.22,6.06,,0.82,0.82,0.80,,보통위험,0,0,0,0,100,0,0,0
425,에셋플러스차이나리치투게더연금증권자투자신탁 1[주식] 종류S-P,에셋플러스자산운용,주식형,2014/04/28,판매,가능,"6,492","8,282",-0.36,"5,510","8,651",54.19,13.96,15.00,,,1.19,1.07,,,높은위험,0,0,0,0,100,0,0,0
426,미래에셋글로벌그레이트컨슈머30증권자투자신탁 1(채권혼합)종류C-P,미래에셋자산운용,재간접,2014/03/24,판매,가능,"6,613","8,244",9.46,"6,091","7,569",16.46,8.04,6.66,6.45,,1.53,1.49,1.39,,보통위험,0,0,0,0,100,0,0,0
427,삼성한국형TDF2025증권투자신탁H[주식혼합-재간접형]C-Pe,삼성자산운용,재간접,2017/07/19,판매,가능,"7,503","8,242",9.82,"5,013","5,528",6.03,3.83,,,,0.52,,,,보통위험,0,0,0,0,100,0,0,0
428,AB미국그로스UH증권투자신탁(주식-재간접형)종류Ce-P,얼라이언스번스틴자산운용,재간접,2020/07/30,판매,가능,"7,891","8,196",21.19,910,927,,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
429,미래에셋퇴직연금가치주포커스증권자투자신탁 1(주식)종류C,미래에셋자산운용,재간접,2015/04/29,판매,가능,"8,202","8,146",30.04,"5,829","8,228",51.32,10.28,10.07,,,1.11,1.13,,,보통위험,0,0,0,0,100,0,0,0
430,마이다스아시아리더스성장주증권자투자신탁(H)(주식)C-Pe1,마이다스에셋자산운용,주식형,2020/08/05,판매,가능,"7,588","8,135",12.32,"5,017","5,231",0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
431,유경플레인바닐라글로벌자산배분증권자투자신탁(주식)ClassC-Pe,유경피에스지자산운용,주식형,2019/12/09,판매,가능,"6,606","8,022",24.20,"3,779","4,483",18.71,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
432,NH-Amundi100년기업그린코리아증권투자신탁[주식]ClassC-P1e(연금저축),엔에이치아문디자산운용,주식형,2020/09/03,판매,가능,"7,469","7,966",16.79,"3,578","4,139",0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
433,에셋원비트(BiT)플러스공모주증권투자신탁[채권혼합]ClassC-P1,에셋원자산운용,혼합채권형,2018/08/02,판매,가능,"7,106","7,786",7.79,"5,873","6,134",8.95,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
434,피델리티글로벌멀티에셋인컴증권자투자신탁(채권혼합-재간접형)종류PRS,피델리티자산운용,재간접,2014/06/25,판매,가능,"6,597","7,728",8.82,"7,486","8,386",-1.32,1.83,3.79,,,0.89,0.88,,,보통위험,0,0,0,0,100,0,0,0
435,미래에셋QV솔루션50증권투자신탁 1(채권혼합-재간접형)종류C-P2,미래에셋자산운용,재간접,2016/10/07,판매,가능,"6,014","7,657",11.34,"6,540","7,784",3.66,2.23,5.02,,,1.07,0.82,,,보통위험,0,0,0,0,100,0,0,0
436,하나UBS중국1등주플러스증권자투자신탁[주식]ClassC-PE,하나유비에스자산운용,주식형,2017/12/06,판매,가능,"7,364","7,644",10.66,"4,455","5,348",37.59,4.71,,,,1.05,,,,높은위험,0,0,0,0,100,0,0,0
437,미래에셋QV솔루션70증권투자신탁 1(주식혼합-재간접형)종류C-P2,미래에셋자산운용,재간접,2016/10/07,판매,가능,"5,565","7,587",18.30,"5,984","7,436",4.80,2.41,6.08,,,1.18,0.94,,,보통위험,0,0,0,0,100,0,0,0
438,한국투자TDF알아서2040증권투자신탁(주식혼합-재간접형)(C-Pe),한국투자신탁운용,재간접,2017/10/31,판매,가능,"6,806","7,586",18.45,"3,799","4,250",12.24,4.98,,,,0.81,,,,보통위험,0,0,0,0,100,0,0,0
439,NH-Amundi개인신종MMF 1C-P1e(연금저축),엔에이치아문디자산운용,단기금융,2019/06/07,판매,가능,"7,516","7,537",0.68,177,177,0.11,,,,,,,,,매우낮은위험,0,0,0,0,100,0,0,0
440,미래에셋연금인디아업종대표증권자투자신탁 1(주식)종류C-Pe,미래에셋자산운용,재간접,2015/02/25,판매,가능,"5,200","7,518",68.07,"4,581","4,868",-5.34,-0.43,6.24,,,1.27,1.31,,,보통위험,0,0,0,0,100,0,0,0
441,미래에셋자산배분TDF2045증권자투자신탁(주식혼합- 재간접형)종류C-Pe,미래에셋자산운용,재간접,2017/03/10,판매,가능,"5,459","7,518",46.15,"3,051","3,857",13.36,10.83,,,,0.91,,,,보통위험,0,0,0,0,100,0,0,0
442,KTB VIP밸류연금저축증권자투자신탁[주식]종류Ce,케이티비자산운용,주식형,2015/07/27,판매,가능,"5,695","7,516",56.49,"2,363","3,232",56.61,13.95,12.20,,,1.25,1.23,,,높은위험,0,0,0,0,100,0,0,0
443,신한신종개인용MMF(종C-p),신한자산운용,단기금융,2018/09/05,판매,가능,"7,446","7,516",0.54,"3,282","3,323",0.90,,,,,,,,,매우낮은위험,0,0,0,0,100,0,0,0
444,우리파워연금액티브60증권전환형투자신탁 1(주식혼합)ClassC,우리자산운용,혼합주식형,2001/02/03,판매,가능,"4,767","7,390",15.50,"5,361","7,612",24.20,4.19,4.66,3.25,1.29,1.59,1.57,1.55,1.53,높은위험,0,0,0,0,100,0,0,0
445,KB온국민TDF2040증권투자신탁(주식혼합-재간접형)C-P,케이비자산운용,재간접,2017/08/03,판매,가능,"6,170","7,335",17.64,"4,846","5,629",10.06,5.01,,,,1.12,,,,보통위험,0,0,0,0,100,0,0,0
446,미래에셋미국블루칩인덱스증권투자신탁 1(주식)종류C-P2e,미래에셋자산운용,재간접,2018/12/10,판매,가능,"5,299","7,331",49.99,"2,191","2,694",12.65,11.06,,,,0.65,,,,보통위험,0,0,0,0,100,0,0,0
447,신영마라톤중소형주증권자투자신탁(주식)C-P형,신영자산운용,주식형,2017/08/18,판매,가능,"6,763","7,326",34.08,"10,558","9,433",12.56,-3.85,,,,1.22,,,,높은위험,0,0,0,0,100,0,0,0
448,NH-Amundi스마트인베스터5.0분할매수증권투자신탁[주식혼합-재간접형]ClassC-P1(연금저축),엔에이치아문디자산운용,재간접,2014/09/22,판매,가능,"5,270","7,285",13.10,"6,627","8,448",16.82,2.67,5.23,,,0.77,0.76,,,보통위험,0,0,0,0,100,0,0,0
449,미래에셋글로벌코어테크EMP증권투자신탁(주식-재간접형)종류C-P,미래에셋자산운용,재간접,2018/04/18,판매,가능,"4,516","7,277",75.58,"2,096","3,234",70.93,12.00,,,,1.33,,,,보통위험,0,0,0,0,100,0,0,0
450,삼성클래식차이나본토연금증권자투자신탁H[주식]_Ce,삼성자산운용,주식형,2014/06/02,판매,가능,"4,471","7,229",-6.94,"6,058","9,589",27.31,2.86,1.80,,,1.43,1.34,1.24,,높은위험,0,0,0,0,100,0,0,0
451,삼성클래식60연금증권전환형자투자신탁 1[주식혼합]_C,삼성자산운용,혼합주식형,2012/03/27,판매,가능,"5,390","7,211",21.64,"5,460","6,979",19.84,3.87,5.17,3.40,,1.16,1.15,1.14,,높은위험,0,0,0,0,100,0,0,0
452,미래에셋퇴직플랜G증권자투자신탁 1(주식혼합),미래에셋자산운용,재간접,2006/03/03,판매,가능,"6,708","7,196",16.79,"3,383","4,025",21.18,5.26,4.93,4.61,2.84,0.94,0.96,0.97,0.98,보통위험,0,0,0,0,100,0,0,0
453,타임폴리오위드타임증권자투자신탁(사모투자재간접형)종류C-Pe,타임폴리오자산운용,재간접,2019/09/23,판매,가능,"6,843","7,186",28.78,"3,736","4,528",21.60,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
454,신한해피라이프연금브릭스증권전환형자투자신탁 1(H)[주식](종류C1),신한자산운용,주식형,2008/06/25,판매,가능,"4,457","7,104",12.58,"5,431","8,299",24.54,7.80,9.24,4.21,-0.15,1.92,1.78,1.74,1.85,높은위험,0,0,0,0,100,0,0,0
455,KB연금통중국고배당증권자투자신탁(주식)C-E 클래스,케이비자산운용,주식형,2015/07/02,판매,가능,"5,537","7,093",3.33,"4,768","7,268",37.53,8.77,10.40,,,1.28,1.22,,,높은위험,0,0,0,0,100,0,0,0
456,하나UBSPIMCO글로벌인컴혼합자산자투자신탁(H)[재간접형]ClassC-P2,하나유비에스자산운용,혼합자산,2018/01/11,판매,가능,"6,862","7,088",6.59,"4,402","4,514",1.98,1.71,,,,0.83,,,,다소높은위험,0,0,0,0,100,0,0,0
457,미래에셋글로벌넥스트노멀증권투자신탁(주식)종류C-P2e,미래에셋자산운용,재간접,2020/06/04,판매,가능,"4,967","7,045",44.92,"5,153","7,485",84.40,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
458,피델리티연금아시아하이일드증권전환형자투자신탁(채권-재간접형)종류C,피델리티자산운용,재간접,2011/08/08,판매,가능,"5,708","7,018",1.04,"6,481","8,142",-0.40,0.90,5.74,6.91,,0.88,0.86,0.83,,보통위험,0,0,0,0,100,0,0,0
459,신영마라톤증권투자신탁(주식)C-Pe형,신영자산운용,주식형,2016/08/31,판매,가능,"5,744","7,000",27.04,"7,342","8,259",21.91,1.88,,,,0.88,,,,높은위험,0,0,0,0,100,0,0,0
460,미래에셋연금글로벌헬스케어증권자투자신탁 1(주식)종류C-e,미래에셋자산운용,재간접,2015/02/10,판매,가능,"6,533","6,914",16.00,"6,116","7,330",21.51,14.65,7.41,,,1.30,1.23,,,보통위험,0,0,0,0,100,0,0,0
461,트러스톤다이나믹코리아50연금저축증권자투자신탁[주식혼합]C클래스,트러스톤자산운용,혼합주식형,2013/04/30,판매,가능,"5,522","6,896",14.39,"6,003","6,822",-1.67,-0.24,2.32,1.54,,1.49,1.47,1.44,,높은위험,0,0,0,0,100,0,0,0
462,미래에셋아시아그로스증권자투자신탁(H)(주식-재간접형)종류C-P2,미래에셋자산운용,재간접,2018/07/02,판매,가능,"4,730","6,887",43.84,"3,228","5,043",79.46,20.38,,,,0.88,,,,보통위험,0,0,0,0,100,0,0,0
463,이스트스프링미국뱅크론특별자산자투자신탁(H)[대출채권-재간접형]클래스C-P2(연금저축),이스트스프링자산운용,특별자산,2014/12/15,판매,가능,"6,598","6,873",4.90,"7,869","7,976",-7.29,-1.98,0.29,,,1.36,1.36,,,매우높은위험,0,0,0,0,100,0,0,0
464,트러스톤제갈공명연금저축증권자투자신탁[주식]C클래스,트러스톤자산운용,주식형,2013/05/10,판매,가능,"3,678","6,828",38.63,"4,810","7,356",20.70,1.59,6.55,6.12,,1.83,1.80,1.72,,높은위험,0,0,0,0,100,0,0,0
465,미래에셋퇴직연금가치주포커스40증권자투자신탁 1(채권혼합)종류C,미래에셋자산운용,재간접,2014/07/15,판매,가능,"6,171","6,764",11.20,"5,424","6,734",22.91,7.05,5.04,8.44,,0.83,0.82,0.74,,보통위험,0,0,0,0,100,0,0,0
466,한국투자e단기채ESG증권투자신탁(채권)(C-P),한국투자신탁운용,채권형,2016/02/29,판매,가능,"6,352","6,747",1.25,"6,242","6,584",1.97,2.15,,,,0.25,,,,낮은위험,0,0,0,0,100,0,0,0
467,미래에셋글로벌솔루션증권자투자신탁(주식-재간접형)종류C-P2e,미래에셋자산운용,재간접,2017/08/07,판매,가능,"4,047","6,699",60.20,"2,363","3,348",23.50,9.57,,,,0.87,,,,보통위험,0,0,0,0,100,0,0,0
468,메리츠더우먼증권투자회사[주식]종류C-Pe,메리츠자산운용,주식형,2018/11/06,판매,가능,"5,616","6,665",29.60,"2,707","3,232",17.79,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
469,키움행복연금코리아증권전환형자투자신탁 1[채권],키움투자자산운용,채권형,2007/11/01,판매,가능,"4,978","6,639",-2.38,"5,708","7,442",1.47,3.92,3.02,4.09,4.02,0.46,0.45,0.44,0.43,낮은위험,0,0,0,0,100,0,0,0
470,KB스타골드특별자산투자신탁(금-파생형)C-Pe,케이비자산운용,파생상품,2017/03/14,판매,가능,"6,526","6,588",-13.59,"6,600","7,446",14.26,6.20,,,,1.02,,,,매우높은위험,0,0,0,0,100,0,0,0
471,베어링고배당증권자투자신탁(주식)ClassC-P,베어링자산운용,주식형,2016/11/28,판매,가능,"4,557","6,588",38.07,"5,427","6,758",23.36,3.63,,,,1.55,,,,높은위험,0,0,0,0,100,0,0,0
472,멀티에셋글로벌클린에너지증권자투자신탁 2[주식]Ce-P,멀티에셋자산운용,주식형,2015/03/31,판매,가능,"3,063","6,580",124.99,"2,062","5,467",0.00,-27.93,-16.81,,,0.98,1.00,,,높은위험,0,0,0,0,100,0,0,0
473,브이아이켄드리엄글로벌4차산업증권자투자신탁H[주식-재간접형]C-P2,브이아이자산운용,재간접,2019/01/25,판매,가능,"4,172","6,551",34.55,"4,437","5,861",21.70,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
474,브이아이공모주플러스10증권투자신탁1[채권혼합]CP2,브이아이자산운용,혼합채권형,2015/03/05,판매,가능,"5,834","6,540",3.83,"5,066","5,667",5.18,2.96,2.49,,,1.08,1.06,,,보통위험,0,0,0,0,100,0,0,0
475,신영연금30 증권 전환형 투자신탁(채권혼합),신영자산운용,혼합채권형,2007/07/27,판매,가능,"5,531","6,530",9.47,"5,855","6,714",7.85,1.51,2.38,1.85,2.15,1.09,1.09,1.08,1.07,보통위험,0,0,0,0,100,0,0,0
476,미래에셋BRICs업종대표연금증권전환형자투자신탁 1(주식)종류C,미래에셋자산운용,재간접,2008/07/14,판매,가능,"6,686","6,518",20.63,"5,503","7,526",30.83,12.73,39.92,25.84,13.98,1.89,-5.71,-3.74,-2.10,보통위험,0,0,0,0,100,0,0,0
477,하나UBS글로벌인프라증권자투자신탁[주식]ClassC-P,하나유비에스자산운용,주식형,2015/02/24,판매,가능,"4,966","6,506",14.92,"5,629","6,478",-13.15,0.41,3.66,,,1.83,1.73,,,높은위험,0,0,0,0,100,0,0,0
478,신한마음편한TDF2025증권투자신탁[주식혼합-재간접형](종류C-p),신한자산운용,재간접,2017/10/11,판매,가능,"5,924","6,498",7.52,"5,993","6,311",2.75,3.06,,,,0.72,,,,보통위험,0,0,0,0,100,0,0,0
479,미래에셋연금중국본토증권자투자신탁 1(주식-재간접형)종류C,미래에셋자산운용,재간접,2015/01/27,판매,가능,"7,521","6,465",10.75,"6,385","7,147",25.48,3.67,2.92,,,1.25,1.28,,,보통위험,0,0,0,0,100,0,0,0
480,미래에셋퇴직플랜G증권자투자신탁 1(주식)종류C-P2e,미래에셋자산운용,재간접,2017/09/19,판매,가능,"5,623","6,439",30.82,"2,549","3,147",29.92,2.24,,,,0.70,,,,보통위험,0,0,0,0,100,0,0,0
481,NH-Amundi대한민국연금증권전환형자투자신탁[채권]C-P1,엔에이치아문디자산운용,채권형,2010/10/04,판매,가능,"5,910","6,432",-2.75,"4,845","5,462",1.39,2.91,1.16,2.13,2.45,0.53,0.55,0.56,0.56,낮은위험,0,0,0,0,100,0,0,0
482,한국투자한국의힘증권자투자신탁 1(채권혼합)(C-P),한국투자신탁운용,혼합채권형,2013/04/16,판매,가능,"5,277","6,414",8.59,"5,895","6,895",8.79,2.36,1.83,3.15,,1.36,1.33,1.29,,보통위험,0,0,0,0,100,0,0,0
483,삼성클래식중소형연금증권자투자신탁 1[주식]_C,삼성자산운용,주식형,2013/04/25,판매,가능,"4,006","6,396",39.88,"4,716","6,408",43.19,6.03,3.62,6.00,,1.41,1.39,1.39,,높은위험,0,0,0,0,100,0,0,0
